id,first_name,last_name,email,gender,loyalty_status,education,average_spend_2021,total_spend_2021,most_traveled_city,most_traveled_state
648,Von,Clemenzo,Von.Clemenzo@datascience.aot.com,Non-binary,Silver,PhD,$330.53,"$1,994.71",Las Vegas,NV
649,Gus,Gooderridge,Gus.Gooderridge@datascience.aot.com,Male,Gold,PhD,$376.27,"$4,647.98",Los Angeles,CA
650,Laurette,Lissaman,Laurette.Lissaman@datascience.aot.com,Female,Platnium,Bachelor Degree,$156.92,"$3,240.27",Charleston,WV
651,Arri,Rudyard,Arri.Rudyard@datascience.aot.com,Male,Gold,PhD,$395.20,"$4,301.61",Chicago,IL
652,Any,Matthiesen,Any.Matthiesen@datascience.aot.com,Male,None,,,,New York City,NY
653,Reeba,Heers,Reeba.Heers@datascience.aot.com,Female,Platnium,,,,Glendale,CA
654,Nerta,Ashlee,Nerta.Ashlee@datascience.aot.com,Female,Silver,PhD,$282.63,"$1,859.32",New York City,NY
655,Sheridan,Dronsfield,Sheridan.Dronsfield@datascience.aot.com,Male,Gold,Bachelor Degree,$310.92,"$4,862.11",Fort Worth,TX
656,Alta,Djorevic,Alta.Djorevic@datascience.aot.com,Female,Silver,PhD,$308.70,$682.15,,
657,Guglielma,Lowrance,Guglielma.Lowrance@datascience.aot.com,Female,Silver,PhD,$262.40,"$2,819.09",San Antonio,TX
658,Iolande,Callar,Iolande.Callar@datascience.aot.com,Female,Silver,Master Degree,$340.01,"$1,895.44",Syracuse,NY
659,Karim,Philot,Karim.Philot@datascience.aot.com,Male,None,Bachelor Degree,$238.21,"$4,600.63",,
660,Fayth,Causton,Fayth.Causton@datascience.aot.com,Female,None,Master Degree,$179.48,"$4,702.97",Sacramento,CA
661,Laughton,Rozalski,Laughton.Rozalski@datascience.aot.com,Male,Silver,Some College,$212.63,$789.46,Henderson,NV
662,Jodie,Lechmere,Jodie.Lechmere@datascience.aot.com,Male,None,Some College,$202.25,"$3,675.97",Saint Louis,MO
663,Arlinda,Wyd,Arlinda.Wyd@datascience.aot.com,Female,Gold,Master Degree,$158.13,$787.55,Monticello,MN
664,Brenn,Tapping,Brenn.Tapping@datascience.aot.com,Female,Gold,Master Degree,$298.41,"$1,296.86",Las Vegas,NV
665,Imojean,Bromilow,Imojean.Bromilow@datascience.aot.com,Female,Gold,High School Diploma,$274.27,"$4,175.83",,
666,Bard,Lavers,Bard.Lavers@datascience.aot.com,Male,Platnium,High School Diploma,$195.28,"$3,530.54",,
667,Benedetto,Feely,Benedetto.Feely@datascience.aot.com,Male,Silver,High School Diploma,$166.32,"$1,647.87",Los Angeles,CA
668,Reuven,Walesa,Reuven.Walesa@datascience.aot.com,Male,Platnium,Master Degree,$342.65,"$3,178.21",Wichita,KS
669,Amie,Geaney,Amie.Geaney@datascience.aot.com,Female,None,Master Degree,$321.26,$880.39,Birmingham,AL
670,Reinhold,Foston,Reinhold.Foston@datascience.aot.com,Male,None,Master Degree,$173.14,"$2,854.65",Wilkes Barre,PA
671,Kristofor,Leney,Kristofor.Leney@datascience.aot.com,Male,Silver,,,,Cincinnati,OH
672,Hunfredo,Finlaison,Hunfredo.Finlaison@datascience.aot.com,Male,None,Master Degree,$153.26,$737.00,Arlington,VA
673,Kelcey,Kiffe,Kelcey.Kiffe@datascience.aot.com,Agender,Gold,Master Degree,$278.27,"$2,017.32",Los Angeles,CA
674,Bernardina,Mazonowicz,Bernardina.Mazonowicz@datascience.aot.com,Female,None,Some College,$163.14,"$2,331.79",Eugene,OR
675,Riannon,Burtt,Riannon.Burtt@datascience.aot.com,Female,None,Master Degree,$305.37,"$1,055.76",Pasadena,TX
676,Lion,Riddett,Lion.Riddett@datascience.aot.com,Genderfluid,Silver,High School Diploma,$168.52,"$1,753.49",,
677,Kikelia,Kayzer,Kikelia.Kayzer@datascience.aot.com,Female,Platnium,High School Diploma,$260.26,$907.88,Reston,VA
678,Mallory,Venner,Mallory.Venner@datascience.aot.com,Non-binary,Gold,Some College,$218.42,$406.23,Edmond,OK
679,Heinrik,Temperley,Heinrik.Temperley@datascience.aot.com,Male,Platnium,Bachelor Degree,$322.66,"$2,749.38",,
680,Hugues,Foulks,Hugues.Foulks@datascience.aot.com,Male,Gold,High School Diploma,$361.17,"$3,256.31",Everett,WA
681,Perl,Dillow,Perl.Dillow@datascience.aot.com,Female,Platnium,PhD,$159.91,"$4,172.34",Gastonia,NC
682,Crystie,McCallion,Crystie.McCallion@datascience.aot.com,Female,Platnium,Bachelor Degree,$202.78,"$4,902.59",Lakewood,WA
683,Alvy,Gate,Alvy.Gate@datascience.aot.com,Male,Silver,Master Degree,$353.87,"$1,621.14",Seattle,WA
684,Basia,Polfer,Basia.Polfer@datascience.aot.com,Female,Silver,Some College,$383.20,"$4,461.39",Gainesville,FL
685,Fax,Hartmann,Fax.Hartmann@datascience.aot.com,Male,None,Some College,$245.93,"$1,649.85",Jamaica,NY
686,Granville,Garlick,Granville.Garlick@datascience.aot.com,Male,Platnium,Master Degree,$157.11,"$4,597.66",Nashville,TN
687,Cyrus,Dunkerley,Cyrus.Dunkerley@datascience.aot.com,Male,None,Master Degree,$266.10,"$4,984.47",Oklahoma City,OK
688,Dian,Wand,Dian.Wand@datascience.aot.com,Polygender,None,Some College,$225.89,"$1,714.21",Louisville,KY
689,Hillard,Sighard,Hillard.Sighard@datascience.aot.com,Male,Silver,Bachelor Degree,$394.49,"$4,499.42",Palo Alto,CA
690,Lennie,Jesse,Lennie.Jesse@datascience.aot.com,Male,Gold,PhD,$157.41,"$2,319.43",Saint Paul,MN
691,Doralynn,Gemlett,Doralynn.Gemlett@datascience.aot.com,Female,None,PhD,$237.38,"$3,108.74",Minneapolis,MN
692,Dennis,Spittal,Dennis.Spittal@datascience.aot.com,Male,Gold,PhD,$376.64,"$4,832.56",Oklahoma City,OK
693,Brook,Songest,Brook.Songest@datascience.aot.com,Male,None,High School Diploma,$252.46,"$2,400.97",Rochester,MN
694,Tuesday,Brown,Tuesday.Brown@datascience.aot.com,Female,Silver,Bachelor Degree,$197.01,"$4,366.22",El Paso,TX
695,Amberly,Trouel,Amberly.Trouel@datascience.aot.com,Female,Silver,Master Degree,$198.08,"$2,744.79",Arlington,VA
696,Mirna,Pierse,Mirna.Pierse@datascience.aot.com,Genderfluid,Gold,Master Degree,$390.98,"$2,963.23",Fresno,CA
697,Meredith,Dawe,Meredith.Dawe@datascience.aot.com,Genderqueer,Silver,Master Degree,$382.64,"$3,006.59",North Hollywood,CA
698,Elsbeth,Squires,Elsbeth.Squires@datascience.aot.com,Female,Platnium,Some College,$200.64,"$3,346.15",Rochester,NY
699,Goddart,Pedlar,Goddart.Pedlar@datascience.aot.com,Male,Platnium,Some College,$288.25,"$2,485.07",Kansas City,MO
700,Wells,Panter,Wells.Panter@datascience.aot.com,Male,Silver,Bachelor Degree,$214.74,"$3,559.85",Phoenix,AZ
701,Aarika,Stollen,Aarika.Stollen@datascience.aot.com,Female,Silver,Some College,$238.33,"$4,023.75",Dallas,TX
702,Morly,Devin,Morly.Devin@datascience.aot.com,Male,Gold,Bachelor Degree,$165.35,"$1,306.56",Utica,NY
703,Tansy,Hogben,Tansy.Hogben@datascience.aot.com,Polygender,None,PhD,$270.14,$844.05,Knoxville,TN
704,Carson,Danniel,Carson.Danniel@datascience.aot.com,Male,Gold,Bachelor Degree,$316.09,$438.94,,
705,Tallie,Greatland,Tallie.Greatland@datascience.aot.com,Female,Platnium,PhD,$174.59,"$4,798.79",,
706,Bobina,Beddis,Bobina.Beddis@datascience.aot.com,Female,None,PhD,$160.29,"$4,199.15",Springfield,IL
707,Cherilyn,Renney,Cherilyn.Renney@datascience.aot.com,Female,Silver,PhD,$308.47,"$3,959.35",Gainesville,GA
708,Channa,Haversham,Channa.Haversham@datascience.aot.com,Polygender,Platnium,Master Degree,$216.79,"$4,076.88",,
709,Gene,Nekrews,Gene.Nekrews@datascience.aot.com,Male,Silver,Master Degree,$367.25,"$3,221.58",Montgomery,AL
710,Bentley,Roskams,Bentley.Roskams@datascience.aot.com,Male,Gold,High School Diploma,$208.78,"$4,307.54",San Francisco,CA
711,Hugibert,Rigard,Hugibert.Rigard@datascience.aot.com,Male,Silver,PhD,$344.12,"$3,520.32",New York City,NY
712,Aarika,Dempster,Aarika.Dempster@datascience.aot.com,Female,None,Some College,$271.25,"$2,009.25",Oakland,CA
713,Alfons,Dominelli,Alfons.Dominelli@datascience.aot.com,Male,Gold,Bachelor Degree,$169.67,"$2,062.63",Atlanta,GA
714,Llywellyn,Leggat,Llywellyn.Leggat@datascience.aot.com,Male,Silver,Master Degree,$198.12,$697.47,Toledo,OH
715,Vlad,Cahn,Vlad.Cahn@datascience.aot.com,Male,Silver,PhD,$173.94,"$3,856.18",Newark,DE
716,Ewart,Gergolet,Ewart.Gergolet@datascience.aot.com,Male,Platnium,PhD,$229.70,"$4,375.33",Tucson,AZ
717,Welch,Pechold,Welch.Pechold@datascience.aot.com,Male,Silver,PhD,$243.01,"$2,015.97",,
718,Davide,Woodhams,Davide.Woodhams@datascience.aot.com,Male,None,PhD,$266.30,"$3,286.77",Jacksonville,FL
719,Padraic,Jockle,Padraic.Jockle@datascience.aot.com,Male,Silver,Master Degree,$210.43,"$2,629.38",Kansas City,MO
720,Salim,McGinnis,Salim.McGinnis@datascience.aot.com,Male,Silver,Some College,$172.73,$886.90,Honolulu,HI
721,Vale,Laville,Vale.Laville@datascience.aot.com,Male,Platnium,,,,Jackson,MS
722,Jocelyn,Rottenbury,Jocelyn.Rottenbury@datascience.aot.com,Female,Silver,High School Diploma,$204.63,$934.74,Gastonia,NC
723,Granny,Waiting,Granny.Waiting@datascience.aot.com,Male,Gold,PhD,$290.81,"$4,763.02",Brooklyn,NY
724,Tristan,Champ,Tristan.Champ@datascience.aot.com,Male,Silver,High School Diploma,$330.67,"$1,872.88",Montgomery,AL
725,Reynold,Silverlock,Reynold.Silverlock@datascience.aot.com,Male,Silver,High School Diploma,$167.92,"$3,133.42",Bakersfield,CA
726,Hamid,Millimoe,Hamid.Millimoe@datascience.aot.com,Male,None,PhD,$183.61,"$4,159.58",Columbus,OH
727,Clio,Thecham,Clio.Thecham@datascience.aot.com,Female,Gold,Bachelor Degree,$249.42,"$1,000.48",Fresno,CA
728,Claire,Poleykett,Claire.Poleykett@datascience.aot.com,Female,Gold,,,,Las Vegas,NV
729,Dasie,Sager,Dasie.Sager@datascience.aot.com,Agender,Platnium,Some College,$238.38,"$3,352.81",Albany,NY
730,Fredric,Libby,Fredric.Libby@datascience.aot.com,Male,Silver,High School Diploma,$302.83,"$4,652.50",San Diego,CA
731,Magdalen,Meryett,Magdalen.Meryett@datascience.aot.com,Female,Gold,PhD,$329.46,"$4,368.04",Birmingham,AL
732,Ilyse,Ezzell,Ilyse.Ezzell@datascience.aot.com,Female,Silver,Master Degree,$366.94,"$4,174.53",Seattle,WA
733,Frank,Renon,Frank.Renon@datascience.aot.com,Female,None,Master Degree,$187.95,"$3,040.50",Charleston,SC
734,Maggee,Debnam,Maggee.Debnam@datascience.aot.com,Female,None,Master Degree,$252.46,"$2,537.89",Phoenix,AZ
735,Jacobo,Haseldine,Jacobo.Haseldine@datascience.aot.com,Male,Gold,Bachelor Degree,$302.82,"$3,811.85",Washington,DC
736,Carmen,Essberger,Carmen.Essberger@datascience.aot.com,Genderfluid,Gold,Some College,$292.92,"$4,009.96",,
737,Goldi,Ollie,Goldi.Ollie@datascience.aot.com,Female,Platnium,,,,,
738,August,Dyers,August.Dyers@datascience.aot.com,Male,Silver,High School Diploma,$194.98,$800.37,Saint Paul,MN
739,Corina,Reye,Corina.Reye@datascience.aot.com,Bigender,Silver,PhD,$381.23,"$4,595.98",Springfield,VA
740,Nehemiah,Williamson,Nehemiah.Williamson@datascience.aot.com,Genderfluid,Platnium,Some College,$386.51,"$2,320.83",,
741,Viole,Gerrit,Viole.Gerrit@datascience.aot.com,Female,None,Bachelor Degree,$346.39,$796.00,Jackson,MS
742,Fran,Noddles,Fran.Noddles@datascience.aot.com,Male,None,Master Degree,$180.91,"$2,778.49",High Point,NC
743,Lusa,Canedo,Lusa.Canedo@datascience.aot.com,Female,Gold,Bachelor Degree,$362.02,"$4,068.33",Asheville,NC
744,Sherwin,Fetherston,Sherwin.Fetherston@datascience.aot.com,Male,Silver,Master Degree,$221.03,"$2,100.84",Saint Cloud,MN
745,Rayshell,Quadling,Rayshell.Quadling@datascience.aot.com,Female,None,Bachelor Degree,$351.52,"$2,959.92",,
746,Ingeborg,Slatter,Ingeborg.Slatter@datascience.aot.com,Female,Gold,Bachelor Degree,$276.57,"$2,847.48",Buffalo,NY
747,Archambault,Gaythorpe,Archambault.Gaythorpe@datascience.aot.com,Agender,None,Bachelor Degree,$393.94,"$3,375.33",Huntsville,AL
748,Lazarus,Dovinson,Lazarus.Dovinson@datascience.aot.com,Male,Gold,Some College,$182.78,"$3,657.64",Oakland,CA
749,Norean,Tison,Norean.Tison@datascience.aot.com,Polygender,Silver,PhD,$399.19,"$2,311.75",Oceanside,CA
750,Leland,Oller,Leland.Oller@datascience.aot.com,Male,Platnium,Bachelor Degree,$251.68,"$1,434.03",Elizabeth,NJ
751,Simeon,Lantuff,Simeon.Lantuff@datascience.aot.com,Male,Platnium,Some College,$275.76,"$1,384.62",,
752,Risa,Skitterel,Risa.Skitterel@datascience.aot.com,Genderqueer,Platnium,PhD,$297.67,"$2,424.90",Long Beach,CA
753,Elsie,Rosling,Elsie.Rosling@datascience.aot.com,Female,Platnium,Some College,$318.17,"$1,539.76",Mobile,AL
754,Ginnie,Helwig,Ginnie.Helwig@datascience.aot.com,Female,None,PhD,$235.94,"$3,295.49",Knoxville,TN
755,Nil,Mattiacci,Nil.Mattiacci@datascience.aot.com,Male,Silver,Bachelor Degree,$360.50,"$4,250.10",Panama City,FL
756,Ariel,Pickthorn,Ariel.Pickthorn@datascience.aot.com,Male,Gold,PhD,$251.15,"$3,148.12",Tulsa,OK
757,Frederico,Tolomio,Frederico.Tolomio@datascience.aot.com,Male,None,Some College,$333.36,$686.59,Newport News,VA
758,Bret,Sheerman,Bret.Sheerman@datascience.aot.com,Male,Gold,Some College,$376.24,"$1,681.42",Arlington,VA
759,Scottie,Delcastel,Scottie.Delcastel@datascience.aot.com,Male,Silver,Some College,$268.00,"$3,347.49",Chicago,IL
760,Fran,Gorsse,Fran.Gorsse@datascience.aot.com,Male,None,Master Degree,$256.00,"$4,680.94",Rochester,NY
761,Eamon,Bassam,Eamon.Bassam@datascience.aot.com,Male,None,Bachelor Degree,$318.83,"$1,631.00",Raleigh,NC
762,Wilona,Montford,Wilona.Montford@datascience.aot.com,Female,None,PhD,$190.43,"$4,900.83",Saint Louis,MO
763,Ellette,Smythin,Ellette.Smythin@datascience.aot.com,Genderfluid,None,PhD,$225.79,"$3,090.55",,
764,Erhard,Duffield,Erhard.Duffield@datascience.aot.com,Male,None,Master Degree,$293.88,"$2,933.46",Monticello,MN
765,Tobit,Bottinelli,Tobit.Bottinelli@datascience.aot.com,Male,Platnium,Some College,$151.57,"$3,322.47",,
766,Morgana,Ingleton,Morgana.Ingleton@datascience.aot.com,Female,Platnium,Master Degree,$249.21,"$1,812.91",Portland,OR
767,Quintina,Delort,Quintina.Delort@datascience.aot.com,Female,None,Some College,$313.65,"$3,316.87",Tampa,FL
768,Alyss,Seville,Alyss.Seville@datascience.aot.com,Female,Silver,Master Degree,$394.98,$540.96,Midland,TX
769,Caryl,McClifferty,Caryl.McClifferty@datascience.aot.com,Genderfluid,Silver,Some College,$353.19,"$3,982.79",Salt Lake City,UT
770,Rayner,Gell,Rayner.Gell@datascience.aot.com,Male,None,Master Degree,$273.69,"$2,705.79",Brooklyn,NY
771,Wildon,Cashley,Wildon.Cashley@datascience.aot.com,Male,Silver,Master Degree,$220.83,"$1,606.06",San Antonio,TX
772,Sid,O'Crotty,Sid.O'Crotty@datascience.aot.com,Male,Silver,Some College,$353.21,"$4,284.56",Battle Creek,MI
773,Davey,Whyberd,Davey.Whyberd@datascience.aot.com,Male,Gold,Master Degree,$333.96,"$3,939.15",San Antonio,TX
774,Kayne,Hughes,Kayne.Hughes@datascience.aot.com,Male,None,PhD,$221.66,"$4,890.08",Knoxville,TN
775,Kippar,Dolton,Kippar.Dolton@datascience.aot.com,Male,Platnium,High School Diploma,$309.36,"$1,756.93",Houston,TX
776,Lyn,Charlesworth,Lyn.Charlesworth@datascience.aot.com,Genderfluid,None,Some College,$205.22,"$4,064.72",,
777,Amelia,Moyer,Amelia.Moyer@datascience.aot.com,Female,None,Some College,$391.40,"$2,610.11",Santa Barbara,CA
778,Ode,Snaddin,Ode.Snaddin@datascience.aot.com,Male,None,Bachelor Degree,$384.33,"$4,606.29",West Hartford,CT
779,Jaquelyn,Metheringham,Jaquelyn.Metheringham@datascience.aot.com,Female,Silver,Master Degree,$335.59,$748.22,Inglewood,CA
780,Ariela,Brigstock,Ariela.Brigstock@datascience.aot.com,Female,Gold,High School Diploma,$229.21,"$3,137.05",Philadelphia,PA
781,Arline,McElvine,Arline.McElvine@datascience.aot.com,Female,Gold,PhD,$168.77,"$1,068.53",Mesa,AZ
782,Antonella,Lokier,Antonella.Lokier@datascience.aot.com,Female,None,Some College,$386.44,"$3,083.84",Omaha,NE
783,Emma,Lapish,Emma.Lapish@datascience.aot.com,Female,Platnium,Master Degree,$285.50,"$3,612.60",Roanoke,VA
784,Janela,Olesen,Janela.Olesen@datascience.aot.com,Female,Gold,Some College,$376.60,"$1,498.36",Boise,ID
785,Waylon,Brackley,Waylon.Brackley@datascience.aot.com,Male,None,Master Degree,$253.88,"$2,855.86",Chattanooga,TN
786,Faina,Castagneri,Faina.Castagneri@datascience.aot.com,Female,None,Some College,$399.55,"$2,636.79",Baton Rouge,LA
787,Aubrie,Buffham,Aubrie.Buffham@datascience.aot.com,Female,Platnium,High School Diploma,$279.26,"$4,971.43",Kalamazoo,MI
788,Neila,Svanini,Neila.Svanini@datascience.aot.com,Female,Silver,Master Degree,$232.10,"$3,820.17",,
789,Alayne,Bosche,Alayne.Bosche@datascience.aot.com,Agender,Gold,High School Diploma,$170.21,"$3,314.12",Jamaica,NY
790,Preston,Duesberry,Preston.Duesberry@datascience.aot.com,Male,Platnium,High School Diploma,$202.19,"$2,438.72",Saint Petersburg,FL
791,Simonne,Radoux,Simonne.Radoux@datascience.aot.com,Female,Platnium,High School Diploma,$284.91,"$1,688.70",Huntsville,AL
792,Iain,Chaddock,Iain.Chaddock@datascience.aot.com,Male,Gold,Master Degree,$218.50,"$4,608.57",San Diego,CA
793,Denys,Runcieman,Denys.Runcieman@datascience.aot.com,Female,None,Master Degree,$212.19,"$2,646.58",Louisville,KY
794,Mariya,Dicey,Mariya.Dicey@datascience.aot.com,Female,Silver,Master Degree,$212.46,"$1,158.83",Santa Monica,CA
795,Rivalee,Laybourne,Rivalee.Laybourne@datascience.aot.com,Female,Silver,Master Degree,$205.41,"$3,097.83",Wilmington,NC
796,Dirk,Lown,Dirk.Lown@datascience.aot.com,Male,Gold,Bachelor Degree,$256.32,"$2,096.62",Charlotte,NC
797,Blair,Twittey,Blair.Twittey@datascience.aot.com,Female,Platnium,Master Degree,$216.36,"$4,151.97",,
798,Ruthy,D'Ambrosi,Ruthy.D'Ambrosi@datascience.aot.com,Female,Silver,PhD,$227.86,"$1,118.42",,
799,Lyell,Brevitt,Lyell.Brevitt@datascience.aot.com,Male,Gold,High School Diploma,$233.67,$409.94,Washington,DC
800,Drud,Oakenfall,Drud.Oakenfall@datascience.aot.com,Male,Platnium,Bachelor Degree,$297.91,"$2,379.95",Shawnee Mission,KS
801,Lind,Siret,Lind.Siret@datascience.aot.com,Female,Platnium,Master Degree,$365.08,"$2,804.99",Columbus,GA
802,Ashlie,Perham,Ashlie.Perham@datascience.aot.com,Female,Silver,Bachelor Degree,$206.36,"$2,088.51",Albany,NY
803,Hayley,Scading,Hayley.Scading@datascience.aot.com,Female,Gold,High School Diploma,$371.84,"$3,002.58",Saint Petersburg,FL
804,Alica,Pfeiffer,Alica.Pfeiffer@datascience.aot.com,Female,None,PhD,$377.12,"$2,591.46",El Paso,TX
805,Fulton,Strongman,Fulton.Strongman@datascience.aot.com,Male,Silver,High School Diploma,$345.65,"$3,468.55",Minneapolis,MN
806,Almeta,Chasson,Almeta.Chasson@datascience.aot.com,Female,Silver,High School Diploma,$275.90,"$1,772.27",Huntington,WV
807,Bari,Loxley,Bari.Loxley@datascience.aot.com,Female,None,Master Degree,$289.55,"$1,954.07",Peoria,IL
808,Cherida,Vicary,Cherida.Vicary@datascience.aot.com,Female,Silver,Some College,$182.59,"$4,949.60",Brooklyn,NY
809,Levey,Bowman,Levey.Bowman@datascience.aot.com,Male,Gold,Bachelor Degree,$175.86,"$1,220.51",Pensacola,FL
810,Sergio,Ivanenko,Sergio.Ivanenko@datascience.aot.com,Non-binary,Gold,Master Degree,$301.29,"$1,163.86",Laurel,MD
811,Hallie,Jayes,Hallie.Jayes@datascience.aot.com,Female,Platnium,Master Degree,$245.88,$603.57,Beaverton,OR
812,Helli,Gobeau,Helli.Gobeau@datascience.aot.com,Female,Silver,Some College,$273.76,"$4,083.07",,
813,Rivkah,Potapczuk,Rivkah.Potapczuk@datascience.aot.com,Polygender,Gold,Bachelor Degree,$375.81,"$2,695.20",Charlotte,NC
814,Gerhardt,Quinnell,Gerhardt.Quinnell@datascience.aot.com,Male,Platnium,Some College,$377.87,"$3,905.11",Jersey City,NJ
815,Jeremiah,Deppe,Jeremiah.Deppe@datascience.aot.com,Male,Gold,Master Degree,$216.73,"$2,116.10",Washington,DC
816,Peterus,Salisbury,Peterus.Salisbury@datascience.aot.com,Non-binary,None,High School Diploma,$168.91,$759.57,San Antonio,TX
817,Pollyanna,Mordacai,Pollyanna.Mordacai@datascience.aot.com,Female,Platnium,PhD,$319.78,"$3,697.03",Washington,DC
818,Cly,Brabon,Cly.Brabon@datascience.aot.com,Male,None,High School Diploma,$345.67,"$3,330.17",Omaha,NE
819,Ario,Richardes,Ario.Richardes@datascience.aot.com,Male,None,High School Diploma,$368.71,"$2,656.23",Buffalo,NY
820,Stesha,Gowdy,Stesha.Gowdy@datascience.aot.com,Female,Gold,Master Degree,$222.01,"$4,483.13",Tucson,AZ
821,John,Beneix,John.Beneix@datascience.aot.com,Male,Gold,Bachelor Degree,$357.79,"$2,399.49",Denver,CO
822,Emlynn,Spittles,Emlynn.Spittles@datascience.aot.com,Female,Platnium,Some College,$279.66,$849.10,Woburn,MA
823,Allis,Rosenstiel,Allis.Rosenstiel@datascience.aot.com,Female,Platnium,Master Degree,$315.62,"$1,684.48",Durham,NC
824,Lorette,Fern,Lorette.Fern@datascience.aot.com,Bigender,None,PhD,$250.81,"$4,283.59",Saint Louis,MO
825,Archambault,Romans,Archambault.Romans@datascience.aot.com,Male,Silver,Some College,$225.23,"$2,914.19",Torrance,CA
826,Joella,Riddlesden,Joella.Riddlesden@datascience.aot.com,Genderqueer,Silver,Some College,$204.01,"$4,015.18",Hialeah,FL
827,Kacy,Whilde,Kacy.Whilde@datascience.aot.com,Female,Platnium,Some College,$209.64,"$1,898.15",Rochester,NY
828,Hanan,Smalles,Hanan.Smalles@datascience.aot.com,Male,Gold,,,,Shreveport,LA
829,Velvet,Blackeby,Velvet.Blackeby@datascience.aot.com,Female,Gold,PhD,$178.91,"$2,687.10",Dallas,TX
830,Thane,Dunsford,Thane.Dunsford@datascience.aot.com,Male,Gold,Bachelor Degree,$365.44,"$4,785.34",Sacramento,CA
831,Mandy,Poxson,Mandy.Poxson@datascience.aot.com,Female,None,Bachelor Degree,$252.00,"$3,321.10",Wilkes Barre,PA
832,Maisie,Immer,Maisie.Immer@datascience.aot.com,Female,Silver,PhD,$255.98,$602.63,Washington,DC
833,Lucia,Rengger,Lucia.Rengger@datascience.aot.com,Female,Silver,Bachelor Degree,$203.63,"$3,900.19",Houston,TX
834,Laurene,Staker,Laurene.Staker@datascience.aot.com,Female,Silver,,,,Mobile,AL
835,Nikki,Annatt,Nikki.Annatt@datascience.aot.com,Male,None,Some College,$167.62,"$2,946.79",San Diego,CA
836,Filberto,Conkie,Filberto.Conkie@datascience.aot.com,Male,None,High School Diploma,$192.64,"$3,670.13",Lubbock,TX
837,Maggi,Clemmens,Maggi.Clemmens@datascience.aot.com,Female,None,PhD,$316.99,"$1,681.19",Knoxville,TN
838,Sharlene,Fitchew,Sharlene.Fitchew@datascience.aot.com,Female,Platnium,PhD,$349.30,"$3,539.86",Grand Rapids,MI
839,Nico,Milella,Nico.Milella@datascience.aot.com,Male,Gold,Bachelor Degree,$176.87,$482.00,Buffalo,NY
840,Dorthea,Huke,Dorthea.Huke@datascience.aot.com,Female,Platnium,PhD,$325.04,"$3,389.95",Northridge,CA
841,Aarika,Josifovitz,Aarika.Josifovitz@datascience.aot.com,Female,Platnium,PhD,$159.89,"$2,712.54",,
842,Ferrell,Bentham3,Ferrell.Bentham3@datascience.aot.com,Male,Silver,,,,Monticello,MN
843,Maury,Rehme,Maury.Rehme@datascience.aot.com,Male,Gold,PhD,$399.36,"$3,402.49",Reno,NV
844,Cynthia,Kirtley,Cynthia.Kirtley@datascience.aot.com,Female,Platnium,Bachelor Degree,$336.10,"$2,293.11",Midland,TX
845,Hollyanne,Forbear,Hollyanne.Forbear@datascience.aot.com,Genderqueer,Platnium,Bachelor Degree,$379.77,"$4,682.68",Los Angeles,CA
846,Sinclare,Prigmore,Sinclare.Prigmore@datascience.aot.com,Male,Gold,Bachelor Degree,$197.43,"$4,469.57",Lansing,MI
847,Edsel,Gisbye,Edsel.Gisbye@datascience.aot.com,Non-binary,None,High School Diploma,$227.03,"$1,517.16",Houston,TX
848,Gilda,Camies,Gilda.Camies@datascience.aot.com,Female,Silver,High School Diploma,$181.37,"$3,248.29",Mesquite,TX
849,Karalee,Schruurs,Karalee.Schruurs@datascience.aot.com,Female,None,PhD,$375.42,"$4,014.21",Salem,OR
850,Klaus,Conen,Klaus.Conen@datascience.aot.com,Male,None,Bachelor Degree,$176.34,"$1,125.69",Charleston,WV
851,Fabian,Sekulla,Fabian.Sekulla@datascience.aot.com,Male,Platnium,,,,Tucson,AZ
852,Robinet,Puleque,Robinet.Puleque@datascience.aot.com,Genderqueer,Silver,Some College,$263.99,$610.38,Bonita Springs,FL
853,Heriberto,Shobbrook,Heriberto.Shobbrook@datascience.aot.com,Genderqueer,Gold,PhD,$235.93,"$3,817.90",Gilbert,AZ
854,Belvia,Scriven,Belvia.Scriven@datascience.aot.com,Female,Silver,High School Diploma,$269.14,"$2,578.52",Richmond,CA
855,Shanta,Duckhouse,Shanta.Duckhouse@datascience.aot.com,Female,Silver,Bachelor Degree,$310.13,"$3,970.11",Saint Louis,MO
856,Marijo,Gerckens,Marijo.Gerckens@datascience.aot.com,Female,Silver,PhD,$345.06,"$1,291.26",,
857,Dill,Shilvock,Dill.Shilvock@datascience.aot.com,Male,None,Some College,$215.13,"$2,527.87",Duluth,GA
858,Melantha,Birtles,Melantha.Birtles@datascience.aot.com,Female,Silver,Some College,$301.36,"$3,624.06",,
859,Shirlee,Fanshaw,Shirlee.Fanshaw@datascience.aot.com,Female,None,Bachelor Degree,$168.53,"$2,394.39",Joliet,IL
860,Erick,Tringham,Erick.Tringham@datascience.aot.com,Male,Silver,Some College,$323.57,"$2,736.13",Roanoke,VA
861,Emmalee,Woollends,Emmalee.Woollends@datascience.aot.com,Female,Platnium,Master Degree,$202.94,"$1,422.19",Erie,PA
862,Dallas,Langthorn,Dallas.Langthorn@datascience.aot.com,Bigender,None,Some College,$216.83,"$2,502.23",Sarasota,FL
863,Torre,Rait,Torre.Rait@datascience.aot.com,Genderfluid,Platnium,High School Diploma,$202.87,$923.15,,
